transport	port	service
tcp	5723	omhs
udp	5723	omhs
tcp	5724	omsdk
udp	5724	omsdk
tcp	5725	ms-ilm
tcp	5726	ms-ilm-sts
tcp	5727	asgenf
tcp	5728	io-dist-data
udp	5728	io-dist-group
tcp	5729	openmail
udp	5729	openmail
tcp	5730	unieng
udp	5730	unieng
tcp	5741	ida-discover1
udp	5741	ida-discover1
tcp	5742	ida-discover2
udp	5742	ida-discover2
tcp	5743	watchdoc-pod
udp	5743	watchdoc-pod
tcp	5744	watchdoc
udp	5744	watchdoc
tcp	5745	fcopy-server
udp	5745	fcopy-server
tcp	5746	fcopys-server
udp	5746	fcopys-server
tcp	5747	tunatic
udp	5747	tunatic
tcp	5748	tunalyzer
udp	5748	tunalyzer
tcp	5750	rscd
udp	5750	rscd
tcp	5755	openmailg
udp	5755	openmailg
tcp	5757	x500ms
udp	5757	x500ms
tcp	5766	openmailns
udp	5766	openmailns
tcp	5767	s-openmail
udp	5767	s-openmail
tcp	5768	openmailpxy
udp	5768	openmailpxy
tcp	5769	spramsca
udp	5769	spramsca
tcp	5770	spramsd
udp	5770	spramsd
tcp	5771	netagent
udp	5771	netagent
tcp	5777	dali-port
udp	5777	dali-port
tcp	5780	vts-rpc
tcp	5781	3par-evts
udp	5781	3par-evts
tcp	5782	3par-mgmt
udp	5782	3par-mgmt
tcp	5783	3par-mgmt-ssl
udp	5783	3par-mgmt-ssl
udp	5784	ibar
tcp	5785	3par-rcopy
udp	5785	3par-rcopy
udp	5786	cisco-redu
udp	5787	waascluster
tcp	5793	xtreamx
udp	5793	xtreamx
udp	5794	spdp
tcp	5813	icmpd
udp	5813	icmpd
tcp	5814	spt-automation
udp	5814	spt-automation
tcp	5841	shiprush-d-ch
tcp	5842	reversion
tcp	5859	wherehoo
udp	5859	wherehoo
tcp	5863	ppsuitemsg
udp	5863	ppsuitemsg
tcp	5868	diameters
tcp	5883	jute
tcp	5900	rfb
udp	5900	rfb
tcp	5910	cm
udp	5910	cm
tcp	5911	cpdlc
udp	5911	cpdlc
tcp	5912	fis
udp	5912	fis
tcp	5913	ads-c
udp	5913	ads-c
tcp	5963	indy
udp	5963	indy
tcp	5968	mppolicy-v5
udp	5968	mppolicy-v5
tcp	5969	mppolicy-mgr
udp	5969	mppolicy-mgr
tcp	5984	couchdb
udp	5984	couchdb
tcp	5985	wsman
udp	5985	wsman
tcp	5986	wsmans
udp	5986	wsmans
tcp	5987	wbem-rmi
udp	5987	wbem-rmi
tcp	5988	wbem-http
udp	5988	wbem-http
tcp	5989	wbem-https
udp	5989	wbem-https
tcp	5990	wbem-exp-https
udp	5990	wbem-exp-https
tcp	5991	nuxsl
udp	5991	nuxsl
tcp	5992	consul-insight
udp	5992	consul-insight
tcp	5993	cim-rs
tcp	5999	cvsup
udp	5999	cvsup
tcp	6064	ndl-ahp-svc
udp	6064	ndl-ahp-svc
tcp	6065	winpharaoh
udp	6065	winpharaoh
tcp	6066	ewctsp
udp	6066	ewctsp
tcp	6068	gsmp-ancp
tcp	6069	trip
udp	6069	trip
tcp	6070	messageasap
udp	6070	messageasap
tcp	6071	ssdtp
udp	6071	ssdtp
tcp	6072	diagnose-proc
udp	6072	diagnose-proc
tcp	6073	directplay8
udp	6073	directplay8
tcp	6074	max
udp	6074	max
tcp	6075	dpm-acm
tcp	6076	msft-dpm-cert
tcp	6077	iconstructsrv
udp	6080	gue
udp	6081	geneve
udp	6082	p25cai
udp	6083	miami-bcast
tcp	6084	reload-config
tcp	6085	konspire2b
udp	6085	konspire2b
tcp	6086	pdtp
udp	6086	pdtp
tcp	6087	ldss
udp	6087	ldss
tcp	6088	doglms
udp	6088	doglms-notify
tcp	6099	raxa-mgmt
tcp	6100	synchronet-db
udp	6100	synchronet-db
tcp	6101	synchronet-rtc
udp	6101	synchronet-rtc
tcp	6102	synchronet-upd
udp	6102	synchronet-upd
tcp	6103	rets
udp	6103	rets
tcp	6104	dbdb
udp	6104	dbdb
tcp	6105	primaserver
udp	6105	primaserver
tcp	6106	mpsserver
udp	6106	mpsserver
tcp	6107	etc-control
udp	6107	etc-control
tcp	6108	sercomm-scadmin
udp	6108	sercomm-scadmin
tcp	6109	globecast-id
udp	6109	globecast-id
tcp	6110	softcm
udp	6110	softcm
tcp	6111	spc
udp	6111	spc
tcp	6112	dtspcd
udp	6112	dtspcd
tcp	6113	dayliteserver
tcp	6114	wrspice
tcp	6115	xic
tcp	6116	xtlserv
tcp	6117	daylitetouch
udp	6118	tipc
tcp	6121	spdy
tcp	6122	bex-webadmin
udp	6122	bex-webadmin
tcp	6123	backup-express
udp	6123	backup-express
tcp	6124	pnbs
udp	6124	pnbs
tcp	6130	damewaremobgtwy
tcp	6133	nbt-wol
udp	6133	nbt-wol
tcp	6140	pulsonixnls
udp	6140	pulsonixnls
tcp	6141	meta-corp
udp	6141	meta-corp
tcp	6142	aspentec-lm
udp	6142	aspentec-lm
tcp	6143	watershed-lm
udp	6143	watershed-lm
tcp	6144	statsci1-lm
udp	6144	statsci1-lm
tcp	6145	statsci2-lm
udp	6145	statsci2-lm
tcp	6146	lonewolf-lm
udp	6146	lonewolf-lm
tcp	6147	montage-lm
udp	6147	montage-lm
tcp	6148	ricardo-lm
udp	6148	ricardo-lm
tcp	6149	tal-pod
udp	6149	tal-pod
tcp	6159	efb-aci
tcp	6160	ecmp
udp	6160	ecmp-data
tcp	6161	patrol-ism
udp	6161	patrol-ism
tcp	6162	patrol-coll
udp	6162	patrol-coll
tcp	6163	pscribe
udp	6163	pscribe
tcp	6200	lm-x
udp	6200	lm-x
udp	6201	thermo-calc
tcp	6209	qmtps
udp	6209	qmtps
tcp	6222	radmind
udp	6222	radmind
tcp	6241	jeol-nsdtp-1
udp	6241	jeol-nsddp-1
tcp	6242	jeol-nsdtp-2
udp	6242	jeol-nsddp-2
tcp	6243	jeol-nsdtp-3
udp	6243	jeol-nsddp-3
tcp	6244	jeol-nsdtp-4
udp	6244	jeol-nsddp-4
tcp	6251	tl1-raw-ssl
udp	6251	tl1-raw-ssl
tcp	6252	tl1-ssh
udp	6252	tl1-ssh
tcp	6253	crip
udp	6253	crip
tcp	6267	gld
tcp	6268	grid
udp	6268	grid
tcp	6269	grid-alt
udp	6269	grid-alt
tcp	6300	bmc-grx
udp	6300	bmc-grx
tcp	6301	bmc-ctd-ldap
tcp	6301	bmc_ctd_ldap
udp	6301	bmc-ctd-ldap
udp	6301	bmc_ctd_ldap
tcp	6306	ufmp
udp	6306	ufmp
tcp	6315	scup
udp	6315	scup-disc
tcp	6316	abb-escp
udp	6316	abb-escp
tcp	6317	nav-data-cmd
udp	6317	nav-data
tcp	6320	repsvc
udp	6320	repsvc
tcp	6321	emp-server1
udp	6321	emp-server1
tcp	6322	emp-server2
udp	6322	emp-server2
tcp	6324	hrd-ncs
udp	6324	hrd-ns-disc
tcp	6325	dt-mgmtsvc
tcp	6326	dt-vra
tcp	6343	sflow
udp	6343	sflow
tcp	6344	streletz
tcp	6346	gnutella-svc
udp	6346	gnutella-svc
tcp	6347	gnutella-rtr
udp	6347	gnutella-rtr
tcp	6350	adap
udp	6350	adap
tcp	6355	pmcs
udp	6355	pmcs
tcp	6360	metaedit-mu
udp	6360	metaedit-mu
udp	6363	ndn
tcp	6370	metaedit-se
udp	6370	metaedit-se
tcp	6379	redis
tcp	6382	metatude-mds
udp	6382	metatude-mds
tcp	6389	clariion-evr01
udp	6389	clariion-evr01
tcp	6390	metaedit-ws
udp	6390	metaedit-ws
tcp	6417	faxcomservice
udp	6417	faxcomservice
tcp	6418	syserverremote
tcp	6419	svdrp
udp	6419	svdrp-disc
tcp	6420	nim-vdrshell
udp	6420	nim-vdrshell
tcp	6421	nim-wan
udp	6421	nim-wan
tcp	6432	pgbouncer
tcp	6442	tarp
tcp	6443	sun-sr-https
udp	6443	sun-sr-https
tcp	6444	sge-qmaster
tcp	6444	sge_qmaster
udp	6444	sge-qmaster
udp	6444	sge_qmaster
tcp	6445	sge-execd
tcp	6445	sge_execd
udp	6445	sge-execd
udp	6445	sge_execd
tcp	6446	mysql-proxy
udp	6446	mysql-proxy
tcp	6455	skip-cert-recv
udp	6455	skip-cert-recv
tcp	6456	skip-cert-send
udp	6456	skip-cert-send
tcp	6464	ieee11073-20701
udp	6464	ieee11073-20701
tcp	6471	lvision-lm
udp	6471	lvision-lm
tcp	6480	sun-sr-http
udp	6480	sun-sr-http
tcp	6481	servicetags
udp	6481	servicetags
tcp	6482	ldoms-mgmt
udp	6482	ldoms-mgmt
tcp	6483	SunVTS-RMI
udp	6483	SunVTS-RMI
tcp	6484	sun-sr-jms
udp	6484	sun-sr-jms
tcp	6485	sun-sr-iiop
udp	6485	sun-sr-iiop
tcp	6486	sun-sr-iiops
udp	6486	sun-sr-iiops
tcp	6487	sun-sr-iiop-aut
udp	6487	sun-sr-iiop-aut
tcp	6488	sun-sr-jmx
udp	6488	sun-sr-jmx
tcp	6489	sun-sr-admin
udp	6489	sun-sr-admin
tcp	6500	boks
udp	6500	boks
tcp	6501	boks-servc
tcp	6501	boks_servc
udp	6501	boks-servc
udp	6501	boks_servc
tcp	6502	boks-servm
tcp	6502	boks_servm
udp	6502	boks-servm
udp	6502	boks_servm
tcp	6503	boks-clntd
tcp	6503	boks_clntd
udp	6503	boks-clntd
udp	6503	boks_clntd
tcp	6505	badm-priv
tcp	6505	badm_priv
udp	6505	badm-priv
udp	6505	badm_priv
tcp	6506	badm-pub
tcp	6506	badm_pub
udp	6506	badm-pub
udp	6506	badm_pub
tcp	6507	bdir-priv
tcp	6507	bdir_priv
udp	6507	bdir-priv
udp	6507	bdir_priv
tcp	6508	bdir-pub
tcp	6508	bdir_pub
udp	6508	bdir-pub
udp	6508	bdir_pub
tcp	6509	mgcs-mfp-port
udp	6509	mgcs-mfp-port
tcp	6510	mcer-port
udp	6510	mcer-port
udp	6511	dccp-udp
tcp	6513	netconf-tls
tcp	6514	syslog-tls
udp	6514	syslog-tls
tcp	6515	elipse-rec
udp	6515	elipse-rec
tcp	6543	lds-distrib
udp	6543	lds-distrib
tcp	6544	lds-dump
udp	6544	lds-dump
tcp	6547	apc-6547
udp	6547	apc-6547
tcp	6548	apc-6548
udp	6548	apc-6548
tcp	6549	apc-6549
udp	6549	apc-6549
tcp	6550	fg-sysupdate
udp	6550	fg-sysupdate
tcp	6551	sum
udp	6551	sum
tcp	6558	xdsxdm
udp	6558	xdsxdm
tcp	6566	sane-port
udp	6566	sane-port
tcp	6568	canit-store
tcp	6568	canit_store
udp	6568	rp-reputation
tcp	6579	affiliate
udp	6579	affiliate
tcp	6580	parsec-master
udp	6580	parsec-master
tcp	6581	parsec-peer
udp	6581	parsec-peer
tcp	6582	parsec-game
udp	6582	parsec-game
tcp	6583	joaJewelSuite
udp	6583	joaJewelSuite
tcp	6600	mshvlm
tcp	6601	mstmg-sstp
tcp	6602	wsscomfrmwk
tcp	6619	odette-ftps
udp	6619	odette-ftps
tcp	6620	kftp-data
udp	6620	kftp-data
tcp	6621	kftp
udp	6621	kftp
tcp	6622	mcftp
udp	6622	mcftp
tcp	6623	ktelnet
udp	6623	ktelnet
tcp	6624	datascaler-db
tcp	6625	datascaler-ctl
tcp	6626	wago-service
udp	6626	wago-service
tcp	6627	nexgen
udp	6627	nexgen
tcp	6628	afesc-mc
udp	6628	afesc-mc
tcp	6629	nexgen-aux
udp	6629	nexgen-aux
tcp	6632	mxodbc-connect
udp	6633	cisco-vpath-tun
udp	6634	mpls-pm
udp	6635	mpls-udp
udp	6636	mpls-udp-dtls
tcp	6640	ovsdb
tcp	6653	openflow
udp	6653	openflow
tcp	6655	pcs-sf-ui-man
tcp	6656	emgmsg
udp	6657	palcom-disc
tcp	6670	vocaltec-gold
udp	6670	vocaltec-gold
tcp	6671	p4p-portal
udp	6671	p4p-portal
tcp	6672	vision-server
tcp	6672	vision_server
udp	6672	vision-server
udp	6672	vision_server
tcp	6673	vision-elmd
tcp	6673	vision_elmd
udp	6673	vision-elmd
udp	6673	vision_elmd
tcp	6678	vfbp
udp	6678	vfbp-disc
tcp	6679	osaut
udp	6679	osaut
tcp	6687	clever-ctrace
tcp	6688	clever-tcpip
tcp	6689	tsa
udp	6689	tsa
tcp	6690	cleverdetect
udp	6696	babel
tcp	6697	ircs-u
tcp	6701	kti-icad-srvr
udp	6701	kti-icad-srvr
tcp	6702	e-design-net
udp	6702	e-design-net
tcp	6703	e-design-web
udp	6703	e-design-web
tcp	6714	ibprotocol
udp	6714	ibprotocol
tcp	6715	fibotrader-com
udp	6715	fibotrader-com
tcp	6716	princity-agent
tcp	6767	bmc-perf-agent
udp	6767	bmc-perf-agent
tcp	6768	bmc-perf-mgrd
udp	6768	bmc-perf-mgrd
tcp	6769	adi-gxp-srvprt
udp	6769	adi-gxp-srvprt
tcp	6770	plysrv-http
udp	6770	plysrv-http
tcp	6771	plysrv-https
udp	6771	plysrv-https
tcp	6777	ntz-tracker
tcp	6778	ntz-p2p-storage
udp	6784	bfd-lag
tcp	6785	dgpf-exchg
udp	6785	dgpf-exchg
tcp	6786	smc-jmx
udp	6786	smc-jmx
tcp	6787	smc-admin
udp	6787	smc-admin
tcp	6788	smc-http
udp	6788	smc-http
tcp	6789	radg
tcp	6790	hnmp
udp	6790	hnmp
tcp	6791	hnm
udp	6791	hnm
tcp	6801	acnet
udp	6801	acnet
tcp	6817	pentbox-sim
tcp	6831	ambit-lm
udp	6831	ambit-lm
tcp	6841	netmo-default
udp	6841	netmo-default
tcp	6842	netmo-http
udp	6842	netmo-http
tcp	6850	iccrushmore
udp	6850	iccrushmore
tcp	6868	acctopus-cc
udp	6868	acctopus-st
tcp	6888	muse
udp	6888	muse
tcp	6900	rtimeviewer
tcp	6901	jetstream
tcp	6935	ethoscan
udp	6935	ethoscan
tcp	6936	xsmsvc
udp	6936	xsmsvc
tcp	6946	bioserver
udp	6946	bioserver
tcp	6951	otlp
udp	6951	otlp
tcp	6961	jmact3
udp	6961	jmact3
tcp	6962	jmevt2
udp	6962	jmevt2
tcp	6963	swismgr1
udp	6963	swismgr1
tcp	6964	swismgr2
udp	6964	swismgr2
tcp	6965	swistrap
udp	6965	swistrap
tcp	6966	swispol
udp	6966	swispol
tcp	6969	acmsoda
udp	6969	acmsoda
tcp	6970	conductor
tcp	6997	MobilitySrv
udp	6997	MobilitySrv
tcp	6998	iatp-highpri
udp	6998	iatp-highpri
tcp	6999	iatp-normalpri
udp	6999	iatp-normalpri
tcp	7000	afs3-fileserver
udp	7000	afs3-fileserver
tcp	7001	afs3-callback
udp	7001	afs3-callback
tcp	7002	afs3-prserver
udp	7002	afs3-prserver
tcp	7003	afs3-vlserver
udp	7003	afs3-vlserver
tcp	7004	afs3-kaserver
udp	7004	afs3-kaserver
tcp	7005	afs3-volser
udp	7005	afs3-volser
tcp	7006	afs3-errors
udp	7006	afs3-errors
tcp	7007	afs3-bos
udp	7007	afs3-bos
tcp	7008	afs3-update
udp	7008	afs3-update
tcp	7009	afs3-rmtsys
udp	7009	afs3-rmtsys
tcp	7010	ups-onlinet
udp	7010	ups-onlinet
tcp	7011	talon-disc
udp	7011	talon-disc
tcp	7012	talon-engine
udp	7012	talon-engine
tcp	7013	microtalon-dis
udp	7013	microtalon-dis
tcp	7014	microtalon-com
udp	7014	microtalon-com
tcp	7015	talon-webserver
udp	7015	talon-webserver
tcp	7016	spg
udp	7016	spg
tcp	7017	grasp
udp	7017	grasp
tcp	7018	fisa-svc
tcp	7019	doceri-ctl
udp	7019	doceri-view
tcp	7020	dpserve
udp	7020	dpserve
tcp	7021	dpserveadmin
udp	7021	dpserveadmin
tcp	7022	ctdp
udp	7022	ctdp
tcp	7023	ct2nmcs
udp	7023	ct2nmcs
tcp	7024	vmsvc
udp	7024	vmsvc
tcp	7025	vmsvc-2
udp	7025	vmsvc-2
tcp	7026	loreji-panel
tcp	7030	op-probe
udp	7030	op-probe
tcp	7031	iposplanet
udp	7040	quest-disc
tcp	7070	arcp
udp	7070	arcp
tcp	7071	iwg1
udp	7071	iwg1
tcp	7072	iba-cfg
udp	7072	iba-cfg-disc
tcp	7073	martalk
tcp	7080	empowerid
udp	7080	empowerid
udp	7088	zixi-transport
udp	7095	jdp-disc
tcp	7099	lazy-ptop
udp	7099	lazy-ptop
tcp	7100	font-service
udp	7100	font-service
tcp	7101	elcn
udp	7101	elcn
udp	7107	aes-x170
tcp	7117	rothaga
tcp	7121	virprot-lm
udp	7121	virprot-lm
tcp	7128	scenidm
udp	7128	scenidm
tcp	7129	scenccs
udp	7129	scenccs
tcp	7161	cabsm-comm
udp	7161	cabsm-comm
tcp	7162	caistoragemgr
udp	7162	caistoragemgr
tcp	7163	cacsambroker
udp	7163	cacsambroker
tcp	7164	fsr
udp	7164	fsr
tcp	7165	doc-server
udp	7165	doc-server
tcp	7166	aruba-server
udp	7166	aruba-server
tcp	7167	casrmagent
tcp	7168	cnckadserver
tcp	7169	ccag-pib
udp	7169	ccag-pib
tcp	7170	nsrp
udp	7170	nsrp
tcp	7171	drm-production
udp	7171	drm-production
tcp	7172	metalbend
tcp	7173	zsecure
tcp	7174	clutild
udp	7174	clutild
udp	7181	janus-disc
tcp	7200	fodms
udp	7200	fodms
tcp	7201	dlip
udp	7201	dlip
tcp	7202	pon-ictp
tcp	7215	PS-Server
tcp	7216	PS-Capture-Pro
tcp	7227	ramp
udp	7227	ramp
tcp	7228	citrixupp
tcp	7229	citrixuppg
udp	7235	aspcoordination
tcp	7236	display
tcp	7237	pads
tcp	7244	frc-hicp
udp	7244	frc-hicp-disc
tcp	7262	cnap
udp	7262	cnap
tcp	7272	watchme-7272
udp	7272	watchme-7272
tcp	7273	oma-rlp
udp	7273	oma-rlp
tcp	7274	oma-rlp-s
udp	7274	oma-rlp-s
tcp	7275	oma-ulp
udp	7275	oma-ulp
tcp	7276	oma-ilp
udp	7276	oma-ilp
tcp	7277	oma-ilp-s
udp	7277	oma-ilp-s
tcp	7278	oma-dcdocbs
udp	7278	oma-dcdocbs
tcp	7279	ctxlic
udp	7279	ctxlic
tcp	7280	itactionserver1
udp	7280	itactionserver1
tcp	7281	itactionserver2
udp	7281	itactionserver2
tcp	7282	mzca-action
udp	7282	mzca-alert
tcp	7283	genstat
tcp	7365	lcm-server
udp	7365	lcm-server
tcp	7391	mindfilesys
udp	7391	mindfilesys
tcp	7392	mrssrendezvous
udp	7392	mrssrendezvous
tcp	7393	nfoldman
udp	7393	nfoldman
tcp	7394	fse
udp	7394	fse
tcp	7395	winqedit
udp	7395	winqedit
tcp	7397	hexarc
udp	7397	hexarc
tcp	7400	rtps-discovery
udp	7400	rtps-discovery
tcp	7401	rtps-dd-ut
udp	7401	rtps-dd-ut
tcp	7402	rtps-dd-mt
udp	7402	rtps-dd-mt
tcp	7410	ionixnetmon
udp	7410	ionixnetmon
tcp	7411	daqstream
udp	7411	daqstream
udp	7420	ipluminary
tcp	7421	mtportmon
udp	7421	mtportmon
tcp	7426	pmdmgr
udp	7426	pmdmgr
tcp	7427	oveadmgr
udp	7427	oveadmgr
tcp	7428	ovladmgr
udp	7428	ovladmgr
tcp	7429	opi-sock
udp	7429	opi-sock
tcp	7430	xmpv7
udp	7430	xmpv7
tcp	7431	pmd
udp	7431	pmd
tcp	7437	faximum
udp	7437	faximum
tcp	7443	oracleas-https
udp	7443	oracleas-https
tcp	7471	sttunnel
tcp	7473	rise
udp	7473	rise
tcp	7474	neo4j
tcp	7478	openit
tcp	7491	telops-lmd
udp	7491	telops-lmd
tcp	7500	silhouette
udp	7500	silhouette
tcp	7501	ovbus
udp	7501	ovbus
tcp	7508	adcp
tcp	7509	acplt
tcp	7510	ovhpas
udp	7510	ovhpas
tcp	7511	pafec-lm
udp	7511	pafec-lm
tcp	7542	saratoga
udp	7542	saratoga
tcp	7543	atul
udp	7543	atul
tcp	7544	nta-ds
udp	7544	nta-ds
tcp	7545	nta-us
udp	7545	nta-us
tcp	7546	cfs
udp	7546	cfs
tcp	7547	cwmp
udp	7547	cwmp
tcp	7548	tidp
udp	7548	tidp
tcp	7549	nls-tl
udp	7549	nls-tl
udp	7550	cloudsignaling
tcp	7551	controlone-con
tcp	7560	sncp
udp	7560	sncp
tcp	7563	cfw
tcp	7566	vsi-omega
udp	7566	vsi-omega
tcp	7569	dell-eql-asm
tcp	7570	aries-kfinder
udp	7570	aries-kfinder
tcp	7574	coherence
udp	7574	coherence-disc
tcp	7588	sun-lm
udp	7588	sun-lm
tcp	7606	mipi-debug
udp	7606	mipi-debug
tcp	7624	indi
udp	7624	indi
tcp	7626	simco
tcp	7627	soap-http
udp	7627	soap-http
tcp	7628	zen-pawn
udp	7628	zen-pawn
tcp	7629	xdas
udp	7629	xdas
tcp	7630	hawk
tcp	7631	tesla-sys-msg
tcp	7633	pmdfmgt
udp	7633	pmdfmgt
tcp	7648	cuseeme
udp	7648	cuseeme
tcp	7663	rome
udp	7663	rome
tcp	7672	imqstomp
tcp	7673	imqstomps
tcp	7674	imqtunnels
udp	7674	imqtunnels
tcp	7675	imqtunnel
udp	7675	imqtunnel
tcp	7676	imqbrokerd
udp	7676	imqbrokerd
tcp	7677	sun-user-https
udp	7677	sun-user-https
tcp	7680	pando-pub
udp	7680	pando-pub
tcp	7683	dmt
tcp	7687	bolt
tcp	7689	collaber
udp	7689	collaber
tcp	7697	klio
udp	7697	klio
tcp	7700	em7-secom
tcp	7707	sync-em7
udp	7707	sync-em7
tcp	7708	scinet
udp	7708	scinet
tcp	7720	medimageportal
udp	7720	medimageportal
tcp	7724	nsdeepfreezectl
udp	7724	nsdeepfreezectl
tcp	7725	nitrogen
udp	7725	nitrogen
tcp	7726	freezexservice
udp	7726	freezexservice
tcp	7727	trident-data
udp	7727	trident-data
tcp	7728	osvr
udp	7728	osvr
tcp	7734	smip
udp	7734	smip
tcp	7738	aiagent
udp	7738	aiagent
tcp	7741	scriptview
udp	7741	scriptview
tcp	7742	msss
tcp	7743	sstp-1
udp	7743	sstp-1
tcp	7744	raqmon-pdu
udp	7744	raqmon-pdu
tcp	7747	prgp
udp	7747	prgp
tcp	7775	inetfs
tcp	7777	cbt
udp	7777	cbt
tcp	7778	interwise
udp	7778	interwise
tcp	7779	vstat
udp	7779	vstat
tcp	7781	accu-lmgr
udp	7781	accu-lmgr
udp	7784	s-bfd
tcp	7786	minivend
udp	7786	minivend
tcp	7787	popup-reminders
udp	7787	popup-reminders
tcp	7789	office-tools
udp	7789	office-tools
tcp	7794	q3ade
udp	7794	q3ade
tcp	7797	pnet-conn
udp	7797	pnet-conn
tcp	7798	pnet-enc
udp	7798	pnet-enc
tcp	7799	altbsdp
udp	7799	altbsdp
tcp	7800	asr
udp	7800	asr
tcp	7801	ssp-client
udp	7801	ssp-client
udp	7802	vns-tp
tcp	7810	rbt-wanopt
udp	7810	rbt-wanopt
tcp	7845	apc-7845
udp	7845	apc-7845
tcp	7846	apc-7846
udp	7846	apc-7846
tcp	7847	csoauth
tcp	7869	mobileanalyzer
tcp	7870	rbt-smc
tcp	7871	mdm
udp	7872	mipv6tls
tcp	7878	owms
tcp	7880	pss
udp	7880	pss
tcp	7887	ubroker
udp	7887	ubroker
tcp	7900	mevent
udp	7900	mevent
tcp	7901	tnos-sp
udp	7901	tnos-sp
tcp	7902	tnos-dp
udp	7902	tnos-dp
tcp	7903	tnos-dps
udp	7903	tnos-dps
tcp	7913	qo-secure
udp	7913	qo-secure
tcp	7932	t2-drm
udp	7932	t2-drm
tcp	7933	t2-brm
udp	7933	t2-brm
tcp	7962	generalsync
udp	7962	generalsync
tcp	7967	supercell
udp	7967	supercell
tcp	7979	micromuse-ncps
udp	7979	micromuse-ncps
tcp	7980	quest-vista
udp	7980	quest-vista
tcp	7981	sossd-collect
tcp	7982	sossd-agent
udp	7982	sossd-disc
tcp	7997	pushns
udp	7998	usicontentpush
tcp	7999	irdmi2
udp	7999	irdmi2
tcp	8000	irdmi
udp	8000	irdmi
tcp	8001	vcom-tunnel
udp	8001	vcom-tunnel
tcp	8002	teradataordbms
udp	8002	teradataordbms
tcp	8003	mcreport
udp	8003	mcreport
tcp	8004	p2pevolvenet
tcp	8005	mxi
udp	8005	mxi
tcp	8006	wpl-analytics
udp	8006	wpl-disc
tcp	8007	warppipe
udp	8007	warppipe
tcp	8008	http-alt
udp	8008	http-alt
tcp	8009	nvme-disc
tcp	8019	qbdb
udp	8019	qbdb
tcp	8020	intu-ec-svcdisc
udp	8020	intu-ec-svcdisc
tcp	8021	intu-ec-client
udp	8021	intu-ec-client
tcp	8022	oa-system
udp	8022	oa-system
tcp	8023	arca-api
udp	8023	arca-api
tcp	8025	ca-audit-da
udp	8025	ca-audit-da
tcp	8026	ca-audit-ds
udp	8026	ca-audit-ds
tcp	8032	pro-ed
udp	8032	pro-ed
tcp	8033	mindprint
udp	8033	mindprint
tcp	8034	vantronix-mgmt
udp	8034	vantronix-mgmt
tcp	8040	ampify
udp	8040	ampify
tcp	8041	enguity-xccetp
udp	8041	enguity-xccetp
tcp	8042	fs-agent
tcp	8043	fs-server
tcp	8044	fs-mgmt
tcp	8051	rocrail
tcp	8052	senomix01
udp	8052	senomix01
tcp	8053	senomix02
udp	8053	senomix02
tcp	8054	senomix03
udp	8054	senomix03
tcp	8055	senomix04
udp	8055	senomix04
tcp	8056	senomix05
udp	8056	senomix05
tcp	8057	senomix06
udp	8057	senomix06
tcp	8058	senomix07
udp	8058	senomix07
tcp	8059	senomix08
udp	8059	senomix08
udp	8060	aero
tcp	8066	toad-bi-appsrvr
tcp	8067	infi-async
tcp	8070	ucs-isc
tcp	8074	gadugadu
udp	8074	gadugadu
tcp	8077	mles
tcp	8080	http-alt
udp	8080	http-alt
tcp	8081	sunproxyadmin
udp	8081	sunproxyadmin
tcp	8082	us-cli
udp	8082	us-cli
tcp	8083	us-srv
udp	8083	us-srv
tcp	8086	d-s-n
udp	8086	d-s-n
tcp	8087	simplifymedia
udp	8087	simplifymedia
tcp	8088	radan-http
udp	8088	radan-http
tcp	8090	opsmessaging
tcp	8091	jamlink
tcp	8097	sac
udp	8097	sac
tcp	8100	xprint-server
udp	8100	xprint-server
tcp	8101	ldoms-migr
tcp	8102	kz-migr
tcp	8115	mtl8000-matrix
udp	8115	mtl8000-matrix
tcp	8116	cp-cluster
udp	8116	cp-cluster
tcp	8117	purityrpc
tcp	8118	privoxy
udp	8118	privoxy
tcp	8121	apollo-data
udp	8121	apollo-data
tcp	8122	apollo-admin
udp	8122	apollo-admin
tcp	8128	paycash-online
udp	8128	paycash-online
tcp	8129	paycash-wbp
udp	8129	paycash-wbp
tcp	8130	indigo-vrmi
udp	8130	indigo-vrmi
tcp	8131	indigo-vbcp
udp	8131	indigo-vbcp
tcp	8132	dbabble
udp	8132	dbabble
tcp	8140	puppet
tcp	8148	isdd
udp	8148	isdd
udp	8149	eor-game
tcp	8153	quantastor
tcp	8160	patrol
udp	8160	patrol
tcp	8161	patrol-snmp
udp	8161	patrol-snmp
tcp	8162	lpar2rrd
tcp	8181	intermapper
tcp	8182	vmware-fdm
udp	8182	vmware-fdm
tcp	8183	proremote
tcp	8184	itach
udp	8184	itach
tcp	8190	gcp-rphy
tcp	8191	limnerpressure
tcp	8192	spytechphone
udp	8192	spytechphone
tcp	8194	blp1
udp	8194	blp1
tcp	8195	blp2
udp	8195	blp2
tcp	8199	vvr-data
udp	8199	vvr-data
tcp	8200	trivnet1
udp	8200	trivnet1
tcp	8201	trivnet2
udp	8201	trivnet2
udp	8202	aesop
tcp	8204	lm-perfworks
udp	8204	lm-perfworks
tcp	8205	lm-instmgr
udp	8205	lm-instmgr
tcp	8206	lm-dta
udp	8206	lm-dta
tcp	8207	lm-sserver
udp	8207	lm-sserver
tcp	8208	lm-webwatcher
udp	8208	lm-webwatcher
tcp	8230	rexecj
